URL,Endereço,Tipo/Área,Características,Preço,Metragem,Quartos,Creci
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-1192723,"SQS 313, ASA SUL, BRASILIA",,APARTAMENTO SQS 313 ASA SUL 210M² 4 QUARTOS 1 SUÍTE 2 VAGAS VAZADO,R$ 3.100.000,211 m²,4 Quartos,0025854
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-203-1183046,"SQS 203, ASA SUL, BRASILIA",,,R$ 990.000,63 m²,2 Quartos,23020
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-215-bloco-k-1010578,"SQS 215 Bloco K, ASA SUL, BRASILIA",,"SQS 215 , 116 M2 , GARAGEM , SEGUNDO ANDAR , VAZADO R$ 1.460.000,00 ACEITA FINANCIAMENTO",R$ 1.460.000,116 m²,3 Quartos,31490
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-416-1228257,"SQS 416, ASA SUL, BRASILIA",,TOTALMENTE REFORMADO,R$ 1.200.000,90 m²,3 Quartos,5093
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-415-bloco-r-1131111,"SQS 415 Bloco R, ASA SUL, BRASILIA",,"2º ANDAR EXCELENTE OPORTUNIDADE, LINDO APARTAMENTO!",R$ 995.000,85 m²,3 Quartos,28608
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-202-bloco-l-1206749,"SQS 202 Bloco L, ASA SUL, BRASILIA",,LOCALIZAÇÃO INCRÍVEL EM PRÉDIO EXCLUSIVO,R$ 3.100.000,195 m²,4 Quartos,25884
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1229825,"SCES Trecho 4, ASA SUL, BRASILIA",,"BRISAS DO LAGO , MOBILIADO , ALTO PADRÃO , REFORMADO, BRISAS DO LAGO BRISAS DO LAGO , MOBILIADO , ALTO PADRÃO , REFORMADO , 1 VAGA DE GARAGEM",R$ 900.000,48 m²,1 Quarto,11476
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-203-bloco-j-1170441,"SQS 203 Bloco J, ASA SUL, BRASILIA",,2 QUARTOS NASCENTE COM VAGA DE GARAGEM - SQS 203 - ASA SUL,R$ 900.000,63 m²,2 Quartos,29794
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-bloco-f-1095168,"SQS 207 Bloco F, ASA SUL, BRASILIA",,"ANDAR ALTO, REFORMADO, VISTA LIVRE, AMPLAS SALA E SUITE",R$ 2.480.000,175 m²,3 Quartos,24791
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1130550,"SCES Trecho 4, ASA SUL, BRASILIA",,BRISAS DO LAGO - MOBILIA SHORT STAY -,R$ 880.000,49 m²,1 Quarto,27000
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-412-bloco-p-1199162,"SQS 412 Bloco P, ASA SUL, BRASILIA",,SQS 412 APTO 3 QUARTOS REFORMADO,R$ 790.000,62 m²,3 Quartos,13036
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1045182,"SCES Trecho 4, ASA SUL, BRASILIA",,BRISAS DO LAGO FLAT 1 QUARTO- BRASÍLIA,R$ 1.030.000,48 m²,1 Quarto,0025854
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-106-1208903,"SQS 106, ASA SUL, BRASILIA",,3 QUARTOS VAZADO ANDAR ALTO VISTA LIVRE - ASA SUL,R$ 1.450.000,138 m²,3 Quartos,29794
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-112-bloco-k-1217240,"SQS 112 Bloco K, ASA SUL, BRASILIA",,SQS 112 - 3 QUARTOS - 1 SUÍTE - 138 M2,R$ 1.750.000,138 m²,3 Quartos,31.031
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-106-1197328,"SQS 106, ASA SUL, BRASILIA",,SQS 106 APARTAMENTO 3 QUARTOS ANDAR ALTO E VISTA LIVRE,R$ 1.480.000,135 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-203-1091675,"SQS 203, ASA SUL, BRASILIA",,SQS 203 - APARTAMENTO COM VISTA LIVRE E 2 QUARTOS,R$ 1.100.000,74 m²,2 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-103-bloco-g-1216315,"SQS 103 Bloco G, ASA SUL, BRASILIA",,"APARTAMENTO REFORMADO COM 102,10M² DE 3 QUARTOS, SENDO 1 SUÍTE, NA SQS 103, ASA SUL.",R$ 1.490.000,102 m²,3 Quartos,26203
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-e-1166646,"SQS 109 Bloco E, ASA SUL, BRASILIA",,"EXCELENTE APARTAMENTO QUADRA NOBRE DE BRASÍLIA (VEJA A OPÇÃO DE VÍDEO, CANTO SUPERIOR ESQUERDO)",R$ 1.700.000,159 m²,4 Quartos,27327
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-205-1233521,"SQS 205, ASA SUL, BRASILIA",,APARTAMENTO DISPONÍVEL PARA VENDA NA SQS 205 - ASA SUL,R$ 1.150.000,98 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-315-1225303,"SQS 315, ASA SUL, BRASILIA",,SQS 315 / 3 QUARTOS / VAZADO / OPORTUNIDADE,R$ 2.150.000,172 m²,3 Quartos,27514
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-104-1180819,"SQS 104, ASA SUL, BRASILIA",,4 QUARTOS VAZADO NA SQS 104,R$ 1.590.000,155 m²,4 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-107-666636,"SQS 107, ASA SUL, BRASILIA",,"ASA SUL, SQS 107, CLIENTES EXIGENTES, ALTO PADRÃO, REFORMADO, APAIXONANTE, SEU NOVO LAR É LINDO!",R$ 2.200.000,140 m²,3 Quartos,12243
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-309-1227331,"SQS 309, ASA SUL, BRASILIA",,ASA SUL 197 M2 5 QUARTOS 2 VAGAS CANTO VAZADO,R$ 2.700.000,197 m²,5 Quartos,17954
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-411-1208496,"SQS 411, ASA SUL, BRASILIA",,SQS 411: APARTAMENTO COM 3 QUARTOS NO 2º ANDAR,R$ 850.000,89 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-311-1240081,"SQS 311, ASA SUL, BRASILIA",,APARTAMENTO DE CANTO | 1º ANDAR | VENDA COM EXCLUSIVIDADE,R$ 1.610.000,115 m²,3 Quartos,11678
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-406-bloco-l-1226417,"SQS 406 Bloco L, ASA SUL, BRASILIA",,SQS 406 - LINDO 3 QUARTOS COM SUÍTE E REFORMADO. VAZADO E NASCENTE.,R$ 950.000,80 m²,3 Quartos,25508
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1237167,"SQS 114, ASA SUL, BRASILIA",,"APARTAMENTO VAZADO 3 QUARTOS COM SUÍTE, DCE E GARAGEM – ASA SUL (SQS 114)",R$ 2.200.000,157 m²,3 Quartos,9451
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-shigs-714-1204048,"SHIGS 714, ASA SUL, BRASILIA",,"EXCELENTE APARTAMENTO, DE CANTO VISTA LIVRE",R$ 1.170.000,125 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sces-trecho-4-1220447,"SCES Trecho 4, ASA SUL, BRASILIA",,CONDOMINIO BRISAS DO LAGO VISTA LAGO - MOBILIADO E DECORADO,R$ 2.600.000,121 m²,2 Quartos,21316
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-316-1216133,"SQS 316, ASA SUL, BRASILIA",,APARTAMENTO SQS 316 ASA SUL 3 QUARTOS 1 SUÍTE CLOSET 1 VAGA NASCENTE VAZADO MEIO DE QUADRA,R$ 1.950.000,157 m²,3 Quartos,0025854
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-414-1190969,"SQS 414, ASA SUL, BRASILIA",,", SQS 414 SQS 414 - 3 QUARTOS NASCENTE 62,85M",R$ 625.000,63 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-302-1199980,"SQS 302, ASA SUL, BRASILIA",,"APARTAMENTO ASA SUL - 3 QUARTOS 1 SUÍTE, VAZADO, GARAGEM.",R$ 1.410.000,115 m²,3 Quartos,25942
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-204-1112538,"SQS 204, ASA SUL, BRASILIA",,"SQS 204, ASA SUL-BRASÍLIA-DF!",R$ 1.450.000,120 m²,3 Quartos,24203
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-207-1108694,"SQS 207, ASA SUL, BRASILIA",,SQS 207 APARTAMENTO ARQUITETURA ÚNICA NO PLANO PILOTO,R$ 1.260.000,108 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-410-1160718,"SQS 410, ASA SUL, BRASILIA",,SQS 410 - APARTAMENTO COM 3 QUARTOS SENDO 1 SUÍTE - ACEITA FINANCIAMENTO - ASA SUL,R$ 800.000,86 m²,3 Quartos,CJ1704
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-shs-quadra-2-1146829,"SHS Quadra 2, ASA SUL, BRASILIA",,AP NO BONAPARTE HOTEL COM LIMPEZA DIÁRIA,R$ 430.000,49 m²,1 Quarto,32015
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-1206233,"SQS 306, ASA SUL, BRASILIA",,,R$ 1.580.000,154 m²,3 Quartos,26699
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-102-bloco-i-942762,"SQS 102 Bloco I, ASA SUL, BRASILIA",,SQS 102 - ASA SUL - NASCENTE,R$ 1.600.000,169 m²,4 Quartos,17097
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-207-1110371,"SQS 207, ASA SUL, BRASILIA",,OPORTUNIDADE,R$ 1.300.000,107 m²,2 Quartos,31269
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1225482,"SCES Trecho 4, ASA SUL, BRASILIA",,", BRISAS DO LAGO APARTAMENTO VISTA LIVRE NASCENTE BRISAS DO LAGO - ACEITA FINANCIAMENTO E FGTS",R$ 960.000,48 m²,1 Quarto,22905
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sqs-402-1192245,"SQS 402, ASA SUL, BRASILIA",,"NASCENTE, VISTA LIVRE, ELEVADOR E GARAGEM! SQS 402, ASA SUL",R$ 749.000,53 m²,1 Quarto,4996
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-eqs-414-415-1239908,"EQS 414/415, ASA SUL, BRASILIA",,COBERTURA DUPLEX 4 QUARTOS SQSW 500 SUDOESTE,R$ 6.200.000,350 m²,4 Quartos,24102
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-416-1235712,"SQS 416, ASA SUL, BRASILIA",,"APARTAMENTO À VENDA NA ASA SUL, BRASÍ...",R$ 710.000,45 m²,2 Quartos,25364
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-945235,"SQS 306, ASA SUL, BRASILIA",,"EXCELENTE LOCALIZAÇÃO! PROJETO ÚNICO. EXCELENTE OPORTUNIDADE, LINDO APARTAMENTO!",R$ 2.400.000,178 m²,3 Quartos,28608
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-303-1220506,"SQS 303, ASA SUL, BRASILIA",,,R$ 1.790.000,110 m²,3 Quartos,10701
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-shigs-714-1125661,"SHIGS 714, ASA SUL, BRASILIA",,APARTAMENTO GRANDE EM EXCELENTE LOCALIZAÇÃO.,R$ 1.080.000,125 m²,3 Quartos,30158
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-306-1218835,"SQS 306, ASA SUL, BRASILIA",,"REFORMADO PELO AQUITETO NEY LIMA, MUITOS MOVEIS FIXOS, E PISO DE TACO ORIGINAL EM FREIJÓ.",R$ 2.100.000,136 m²,2 Quartos,24992
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-206-bloco-k-1106206,"SQS 206 Bloco K, ASA SUL, BRASILIA",,SQS 206 - 3 QUARTOS 1 SUÍTE + DCE COMPLETO 1 VAGA COBERTA,R$ 1.600.000,125 m²,3 Quartos,11060
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sqs-409-bloco-b-1230813,"SQS 409 Bloco B, ASA SUL, BRASILIA",,SQS 409 BLOCO B COM ALTA RENTABILIDAD...,R$ 398.000,33 m²,1 Quarto,24105
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1232049,"SQS 114, ASA SUL, BRASILIA",,OPORTUNIDADE NA SQS 114 - APARTAMENTO VAZADO COM 157M²,R$ 2.200.000,157 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-303-1174427,"SQS 303, ASA SUL, BRASILIA",,,R$ 1.690.000.000,115 m²,3 Quartos,25024PF
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-204-1232655,"SQS 204, ASA SUL, BRASILIA",,APARTAMENTO 3 QUARTOS ASA SUL SQS 204 VAGA REFORMADO,R$ 1.500.000,95 m²,3 Quartos,0025854
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-211-bloco-b-1166190,"SQS 211 Bloco B, ASA SUL, BRASILIA",,SQS 211 BLOCO B ASA SUL - APARTAMENTO 3 QUARTOS COM SUÍTE E 2 VAGAS - ANDAR ALTO E NASCENTE,R$ 1.900.000,126 m²,3 Quartos,30954
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-407-1172415,"SQS 407, ASA SUL, BRASILIA",,ASA SUL 407 3 QUARTOS SALA VAZADA PRÉDIO REFORMADO.,R$ 1.200.000,110 m²,3 Quartos,17954
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-crs-514-1201065,"CRS 514, ASA SUL, BRASILIA",,CRS 514 - EDIFÍCIO ANYA - APARTAMENTO COM 2 QUARTOS - ASA SUL,R$ 515.000,50 m²,2 Quartos,CJ1704
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-415-1161531,"SQS 415, ASA SUL, BRASILIA",,SQS 415 - APARTAMENTO COM 2 QUARTOS À VENDA - ACEITA FINANCIAMENTO E FGTS - ASA SUL,R$ 650.000,44 m²,2 Quartos,CJ1704
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-c-1215145,"SQS 109 Bloco C, ASA SUL, BRASILIA",,SQS 109: A DEFINIÇÃO DE IMPECÁVEL. VISTA LIVRE E REFORMA DE LUXO.,R$ 1.899.000,136 m²,3 Quartos,32411
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-316-1219441,"SQS 316, ASA SUL, BRASILIA",,IMOBILIÁRIA ASA SUL -APARTAMENTO ASA SUL À VENDA,R$ 1.950.000,158 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-102-1229050,"SQS 102, ASA SUL, BRASILIA",,SQS 102 - 112M² - 3 QTS,R$ 1.700.000,112 m²,3 Quartos,9393
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-416-1161696,"SQS 416, ASA SUL, BRASILIA",,SQS 416 - APARTAMENTO COM 3 QUARTOS - REFORMADO - ESTUDA PERMUTA - ASA SUL,R$ 850.000,77 m²,3 Quartos,CJ1704
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-411-1100278,"SQS 411, ASA SUL, BRASILIA",,EXCELENTE OPORTUNIDADE NA SQS 411 DA ASA SUL - AP. - 3 QTS - 90M2,R$ 979.990,90 m²,3 Quartos,32087
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-308-1112591,"SQS 308, ASA SUL, BRASILIA",,"SQS 308. QUADRA MODELO. IMÓVEL EM ANDAR ALTO, MOBILIADO COM VISTA LIVRE E DESIGN EXCLUSIVO!",R$ 2.499.999,114 m²,2 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-211-1232048,"SQS 211, ASA SUL, BRASILIA",,O PODER DO ORIGINAL NA ASA SUL - SQS 211,R$ 1.650.000,120 m²,3 Quartos,21418
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1160055,"SCES Trecho 4, ASA SUL, BRASILIA",,"APARTAMENTO VISTA LAGO REFORMADO!, BRISAS DO LAGO APARTAMENTO REFORMADO COM VISTA LAGO!",R$ 960.000,48 m²,1 Quarto,16964
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-407-bloco-o-1192165,"SQS 407 Bloco O, ASA SUL, BRASILIA",,SQS 407 APTO 2 QUARTOS,R$ 730.000,73 m²,2 Quartos,18220
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-212-bloco-c-1157090,"SQS 212 Bloco C, ASA SUL, BRASILIA",,ASA SUL ASA SUL SQS 212 / ANDAR ALTO / REFORMADO / ALTO PADRÃO / GARAGEM / CANTO,R$ 1.650.000,92 m²,3 Quartos,24787
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-103-1238132,"SQS 103, ASA SUL, BRASILIA",,EXCELENTE APARTAMENTO REFORMADO!,R$ 1.900.000,143 m²,3 Quartos,8666
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-116-1227508,"SQS 116, ASA SUL, BRASILIA",,"COBERTURA COLETIVA COM LAZER PISCINA VISTA LIVRE, COBERTURA COM LAZER.",R$ 1.160.000,66 m²,2 Quartos,5916
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-206-1220499,"SQS 206, ASA SUL, BRASILIA",,"REFORMADO, ARMÁRIOS NOVOS, AR CONDICIONADO",R$ 1.779.000,127 m²,3 Quartos,16424
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-106-1106422,"SQS 106, ASA SUL, BRASILIA",,"- 3 QUARTOS, 1 SUÍTE, ANDAR ALTO, VISTA LIVRE! SQS 106 ASA SUL, 3 QUARTOS, 1 SUÍTE, NASCENTE, ANDAR ALTO!",R$ 1.550.000,160 m²,3 Quartos,25942
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-1187249,"SQS 109, ASA SUL, BRASILIA",,TRANSFORME ROTINA EM REFÚGIO. NA MELHOR LOCALIZAÇÃO DE BRASÍLIA.,R$ 2.260.000,159 m²,3 Quartos,29612
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-407-bloco-s-1238143,"SQS 407 Bloco S, ASA SUL, BRASILIA",,IMÓVEL COM ARMARIOS PLANEJADOS E DESOCUPADO,R$ 930.000,100 m²,3 Quartos,26362
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-307-bloco-d-1196754,"SQS 307 Bloco D, ASA SUL, BRASILIA",,REFORMA COMPLETA ESPETACULAR VISTA LIVRE,R$ 2.590.000,155 m²,4 Quartos,6364
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-1193631,"SQS 306, ASA SUL, BRASILIA",,,R$ 2.500.000,178 m²,3 Quartos,32869
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1220235,"SCES Trecho 4, ASA SUL, BRASILIA",,BRISAS DO LAGO,R$ 780.000,48 m²,1 Quarto,16964
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-206-bloco-i-1229046,"SQS 206 Bloco I, ASA SUL, BRASILIA",,SQS 206 BL I - EXCELENTE OPORTUNIDADE,R$ 1.250.000,85 m²,2 Quartos,9393
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-407-1116304,"SQS 407, ASA SUL, BRASILIA",,,R$ 850.000,80 m²,3 Quartos,9040
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1210575,"SCES Trecho 4, ASA SUL, BRASILIA",,", BRISAS DO LAGO",R$ 760.000,48 m²,1 Quarto,22983
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-302-1157715,"SQS 302, ASA SUL, BRASILIA",,"SQS 302, NO CORAÇÃO DE BSB, MEIO DE QUADRA, REFORMADO, SUÍTE AMPLA, ACEITA FINANCIAMENTO E FGTS",R$ 1.650.000,115 m²,3 Quartos,10075
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-112-bloco-h-1153099,"SQS 112 Bloco H, ASA SUL, BRASILIA",,VENDA COBERTURA DE LUXO NA SQS 112 ASA SUL - 411M² - 4 QTOS (3 SUÍTES) - 3 VAGAS - BRASÍLIA DF,R$ 6.290.000,411 m²,4 Quartos,5211
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-1-861685,"SCES Trecho 1, ASA SUL, BRASILIA",,BRISAS DO LAGO - TERREO COM AMPLA VARANDA- REFORMADO,R$ 1.240.000,64 m²,1 Quarto,16964
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-116-1229443,"SQS 116, ASA SUL, BRASILIA",,"APARTAMENTO À VENDA – ASA SUL, QUADRA 116",R$ 1.160.000,66 m²,2 Quartos,30897
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-310-bloco-c-1216640,"SQS 310 Bloco C, ASA SUL, BRASILIA",,,R$ 930.000,70 m²,2 Quartos,13136
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-403-bloco-h-1171446,"SQS 403 Bloco H, ASA SUL, BRASILIA",,SQS 403 BLOCO H - (PRÉDIO COM PILOTIS E FACHADA REFORMADA),R$ 825.000,81 m²,3 Quartos,11476
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-203-1200438,"SQS 203, ASA SUL, BRASILIA",,,R$ 2.400.000,200 m²,4 Quartos,10075
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-302-bloco-a-1180870,"SQS 302 Bloco A, ASA SUL, BRASILIA",,APARTAMENTO DE 03 QUARTOS SENDO UMA SUITE UMA VAGA DE GARAGEM,R$ 1.650.000,115 m²,3 Quartos,10078
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-403-1222835,"SQS 403, ASA SUL, BRASILIA",,03 QUARTOS SENDO 02 SUITES TODO REFORMADO!,R$ 1.000.000,80 m²,3 Quartos,27207
https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sces-trecho-4-1232225,"SCES Trecho 4, ASA SUL, BRASILIA",,,R$ 740.000,48 m²,1 Quarto,30017
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-313-1226960,"SQS 313, ASA SUL, BRASILIA",,"EXCELENTE APARTAMENTO DE 3 QTOS REFORMADO UM APARTAMENTO CONFORTÁVEL, TOTALMENTE REFORMADO E PRONTO PARA MORAR",R$ 1.750.000,119 m²,3 Quartos,27235
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-316-1228151,"SQS 316, ASA SUL, BRASILIA",,SQS 316 APARTAMENTO 3 QUARTOS - 157M²,R$ 1.950.000,157 m²,3 Quartos,27235
https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-114-1179417,"SQS 114, ASA SUL, BRASILIA",,", BLOCO H SQS 114 | BELO - 3 DORMITÓRIOS, 1 SUÍTE, COZINHA AMERICANA, DCE, VAGA NA GARAGEM - ASA SUL - BRASÍLI",R$ 2.150.000,158 m²,3 Quartos,3277
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-d-1067382,"SQS 109 Bloco D, ASA SUL, BRASILIA",,,R$ 2.190.000,131 m²,4 Quartos,31958
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-116-bloco-j-1235761,"SQS 116 Bloco J, ASA SUL, BRASILIA",,"DOIS QUARTOS, NASCENTE, VISTA LIVRE COM ELEVADOR (SEM VAGA)",R$ 815.000,67 m²,2 Quartos,27353
https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-crs-514-bloco-c-1239798,"CRS 514 Bloco C, ASA SUL, BRASILIA",,EDIFÍCIO ANYA REFORMADO,R$ 425.000,45 m²,2 Quartos,27435
https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-104-1197942,"SQS 104, ASA SUL, BRASILIA",,APARTAMENTO VAZADO APARTAMENTO 4 QUARTOS VAZADO,R$ 1.590.000,154 m²,4 Quartos,27435
